Target,Linear - for,Linear - while,Linear - sentinel while,Binary
10,0.005999999757477781,0.003499999820633093,0.0036999999792897142,0.013899999885325087
5000000,211.3366000003225,845.1704000003701,364.10109999997076,0.0021999999262334313
10000000,419.2902999998296,1654.3542000003981,713.1429999999455,0.011799999811046291
