Target,Linear - for,Linear - while,Linear - sentinel while,Binary
10,0.005299999884300632,0.0028999997994105797,0.0024000000848900527,0.012399999832268804
5000000,198.9557999995668,730.994500000179,320.8374000000731,0.0023000002329354174
10000000,426.00020000008954,1466.2876999996115,651.4700999996421,0.012100000276404899
